# time	B0_r_i(1)	B0_r_i(2)	B0_r_i(3)	0_A_i(1,1)	0_A_i(1,2)	0_A_i(1,3)	0_A_i(2,1)	...
0.000000	0.000000	0.000000	0.000000	0.999997	-0.002359	0.000000	0.002359	0.999997	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.999997	-0.000000	0.002359	0.002359	0.000000	-0.999997	0.000000	1.000000	0.000000	0.183999	0.000434	0.000000	0.999997	0.000000	-0.002359	0.002359	-0.000000	0.999997	0.000000	-1.000000	-0.000000	0.286999	0.000677	-0.196000	0.999997	0.002359	0.000000	0.002359	-0.999997	-0.000000	0.000000	0.000000	-1.000000	0.286999	0.000677	-0.196000	0.999997	0.000000	-0.002359	0.002359	-0.000000	0.999997	0.000000	-1.000000	-0.000000	0.286999	0.000677	-0.254000	0.999997	0.002359	0.000000	0.002359	-0.999997	-0.000000	0.000000	0.000000	-1.000000	
0.001000	0.000000	0.000000	0.000000	0.999989	-0.004717	0.000000	0.004717	0.999989	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.999989	-0.000000	0.004717	0.004717	0.000000	-0.999989	0.000000	1.000000	0.000000	0.183998	0.000868	0.000000	0.999989	0.000000	-0.004717	0.004717	-0.000000	0.999989	0.000000	-1.000000	-0.000000	0.286997	0.001354	-0.196000	0.999989	0.004717	0.000000	0.004717	-0.999989	-0.000000	0.000000	0.000000	-1.000000	0.286997	0.001354	-0.196000	0.999989	0.000000	-0.004717	0.004717	-0.000000	0.999989	0.000000	-1.000000	-0.000000	0.286997	0.001354	-0.254000	0.999989	0.004717	0.000000	0.004717	-0.999989	-0.000000	0.000000	0.000000	-1.000000	
0.002000	0.000000	0.000000	0.000000	0.999975	-0.007076	0.000000	0.007076	0.999975	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.999975	-0.000000	0.007076	0.007076	0.000000	-0.999975	0.000000	1.000000	0.000000	0.183995	0.001302	0.000000	0.999975	0.000000	-0.007076	0.007076	-0.000000	0.999975	0.000000	-1.000000	-0.000000	0.286993	0.002031	-0.196000	0.999975	0.007076	0.000000	0.007076	-0.999975	-0.000000	0.000000	0.000000	-1.000000	0.286993	0.002031	-0.196000	0.999975	0.000000	-0.007076	0.007076	-0.000000	0.999975	0.000000	-1.000000	-0.000000	0.286993	0.002031	-0.254000	0.999975	0.007076	0.000000	0.007076	-0.999975	-0.000000	0.000000	0.000000	-1.000000	
0.003000	0.000000	0.000000	0.000000	0.999955	-0.009434	0.000000	0.009434	0.999955	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.999955	-0.000000	0.009434	0.009434	0.000000	-0.999955	0.000000	1.000000	0.000000	0.183992	0.001736	0.000000	0.999955	0.000000	-0.009434	0.009434	-0.000000	0.999955	0.000000	-1.000000	-0.000000	0.286987	0.002708	-0.196000	0.999955	0.009434	0.000000	0.009434	-0.999955	-0.000000	0.000000	0.000000	-1.000000	0.286987	0.002708	-0.196000	0.999955	0.000000	-0.009434	0.009434	-0.000000	0.999955	0.000000	-1.000000	-0.000000	0.286987	0.002708	-0.254000	0.999955	0.009434	0.000000	0.009434	-0.999955	-0.000000	0.000000	0.000000	-1.000000	
0.004000	0.000000	0.000000	0.000000	0.999930	-0.011792	0.000000	0.011792	0.999930	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.999930	-0.000000	0.011792	0.011792	0.000000	-0.999930	0.000000	1.000000	0.000000	0.183987	0.002170	0.000000	0.999930	0.000000	-0.011792	0.011792	-0.000000	0.999930	0.000000	-1.000000	-0.000000	0.286980	0.003384	-0.196000	0.999930	0.011792	0.000000	0.011792	-0.999930	-0.000000	0.000000	0.000000	-1.000000	0.286980	0.003384	-0.196000	0.999930	0.000000	-0.011792	0.011792	-0.000000	0.999930	0.000000	-1.000000	-0.000000	0.286980	0.003384	-0.254000	0.999930	0.011792	0.000000	0.011792	-0.999930	-0.000000	0.000000	0.000000	-1.000000	
0.005000	0.000000	0.000000	0.000000	0.999900	-0.014151	0.000000	0.014151	0.999900	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.999900	-0.000000	0.014151	0.014151	0.000000	-0.999900	0.000000	1.000000	0.000000	0.183982	0.002604	0.000000	0.999900	0.000000	-0.014151	0.014151	-0.000000	0.999900	0.000000	-1.000000	-0.000000	0.286971	0.004061	-0.196000	0.999900	0.014151	0.000000	0.014151	-0.999900	-0.000000	0.000000	0.000000	-1.000000	0.286971	0.004061	-0.196000	0.999900	0.000000	-0.014151	0.014151	-0.000000	0.999900	0.000000	-1.000000	-0.000000	0.286971	0.004061	-0.254000	0.999900	0.014151	0.000000	0.014151	-0.999900	-0.000000	0.000000	0.000000	-1.000000	
0.006000	0.000000	0.000000	0.000000	0.999864	-0.016509	0.000000	0.016509	0.999864	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.999864	-0.000000	0.016509	0.016509	0.000000	-0.999864	0.000000	1.000000	0.000000	0.183975	0.003038	0.000000	0.999864	0.000000	-0.016509	0.016509	-0.000000	0.999864	0.000000	-1.000000	-0.000000	0.286961	0.004738	-0.196000	0.999864	0.016509	0.000000	0.016509	-0.999864	-0.000000	0.000000	0.000000	-1.000000	0.286961	0.004738	-0.196000	0.999864	0.000000	-0.016509	0.016509	-0.000000	0.999864	0.000000	-1.000000	-0.000000	0.286961	0.004738	-0.254000	0.999864	0.016509	0.000000	0.016509	-0.999864	-0.000000	0.000000	0.000000	-1.000000	
0.007000	0.000000	0.000000	0.000000	0.999822	-0.018867	0.000000	0.018867	0.999822	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.999822	-0.000000	0.018867	0.018867	0.000000	-0.999822	0.000000	1.000000	0.000000	0.183967	0.003472	0.000000	0.999822	0.000000	-0.018867	0.018867	-0.000000	0.999822	0.000000	-1.000000	-0.000000	0.286949	0.005415	-0.196000	0.999822	0.018867	0.000000	0.018867	-0.999822	-0.000000	0.000000	0.000000	-1.000000	0.286949	0.005415	-0.196000	0.999822	0.000000	-0.018867	0.018867	-0.000000	0.999822	0.000000	-1.000000	-0.000000	0.286949	0.005415	-0.254000	0.999822	0.018867	0.000000	0.018867	-0.999822	-0.000000	0.000000	0.000000	-1.000000	
0.008000	0.000000	0.000000	0.000000	0.999775	-0.021225	0.000000	0.021225	0.999775	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.999775	-0.000000	0.021225	0.021225	0.000000	-0.999775	0.000000	1.000000	0.000000	0.183959	0.003905	0.000000	0.999775	0.000000	-0.021225	0.021225	-0.000000	0.999775	0.000000	-1.000000	-0.000000	0.286935	0.006092	-0.196000	0.999775	0.021225	0.000000	0.021225	-0.999775	-0.000000	0.000000	0.000000	-1.000000	0.286935	0.006092	-0.196000	0.999775	0.000000	-0.021225	0.021225	-0.000000	0.999775	0.000000	-1.000000	-0.000000	0.286935	0.006092	-0.254000	0.999775	0.021225	0.000000	0.021225	-0.999775	-0.000000	0.000000	0.000000	-1.000000	
0.009000	0.000000	0.000000	0.000000	0.999722	-0.023583	0.000000	0.023583	0.999722	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.999722	-0.000000	0.023583	0.023583	0.000000	-0.999722	0.000000	1.000000	0.000000	0.183949	0.004339	0.000000	0.999722	0.000000	-0.023583	0.023583	-0.000000	0.999722	0.000000	-1.000000	-0.000000	0.286920	0.006768	-0.196000	0.999722	0.023583	0.000000	0.023583	-0.999722	-0.000000	0.000000	0.000000	-1.000000	0.286920	0.006768	-0.196000	0.999722	0.000000	-0.023583	0.023583	-0.000000	0.999722	0.000000	-1.000000	-0.000000	0.286920	0.006768	-0.254000	0.999722	0.023583	0.000000	0.023583	-0.999722	-0.000000	0.000000	0.000000	-1.000000	
